nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
Malicorn'Appart-hôtel - Appartement Confort;Meublés;Appartement;;;2 Place de la République;;72270;MALICORNE-SUR-SARTHE;;72179;47.8138796;-0.0861111;;06 87 59 94 20;02 43 45 07 83;;;https://www.malicornapparthotel.fr;;Facebook||https://www.facebook.com/malicornapparthotel/;;;non;;;non;;WiFi;;;;;2 étoiles;1;;1;2;24;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Espagnol;Français";oui;01/01/2025||31/12/2025||||Fermeture pour congés annuels du 05/01/2025 au 26/01/2025 inclus||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||62,00||99,00||6,90 € /pers le petit-déjeuner sur réservation.;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.8138796,-0.0861111;Sarthe
Chambres d'hôtes Demeure de Beaulieu;Chambres d'hôtes;Châteaux et demeures de prestige;;;2 route d'Artannes;;49260;LE COUDRAY-MACOUARD;;49112;47.1977;-0.11703;;;06 49 73 13 85;;;https://www.demeuredebeaulieu.fr/;;||https://www.facebook.com/demeuredebeaulieu/,||https://maps.google.com/?cid=1762116801293432216,||https://www.tripadvisor.fr/Hotel_Review-g2333158-d3356714-Reviews-Demeure_de_Beaulieu-Le_Coudray_Macouard_Maine_et_Loire_Pays_de_la_Loire.html,||https://www.instagram.com/demeure_de_beaulieu/;;;non;;;non;;Espace bien-être,Local Vélo,Parc/jardin,Piscine;"Local vélo;Parking;Sanitaires privés";Cheminée;;;;5;;;12;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Tables d'hôtes;"Anglais;Espagnol;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||30/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://www.demeuredebeaulieu.fr/fr/booking/room||||||;;||||||Tarif par pers. Panier pique-nique 15€. Planche dinatoire 20 €. Sur réservation préalable.;"Cartes bancaires;Espèces";47.1977,-0.11703;Maine-et-Loire
Gîte Logis de la Charnie;Meublés;Maison;;;2 rue Bourdon Durocher;;72540;CHEMIRE-EN-CHARNIE;;72074;48.053818;-0.200588;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-chemire-en-charnie-72g515-h72g012640;;;;;oui;;;non;;WiFi;Jardin indépendant;Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;4;;;14;180;Location de draps;Français;oui;||||Ouvert toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f112981_fr-.aspx||||||;;Nuitée (meublé)||115,00||900,00||,Semaine (meublé)||1000,00||1300,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.053818,-0.200588;Sarthe
VILLA SEYAL;Chambres d'hôtes;;;;2 Rue de Cyrus;;72000;LE MANS;;72181;48.00521;0.21361;;06 62 52 94 87;;;;;;;;;;;;non;;Climatisation,Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;;;;;5 étoiles;1;;1;2;35;;;;;;;;;;;48.00521,0.21361;Sarthe
Gite La Troglo;Meublés;;;;2 rue des Sentiers;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.195;-0.30756;;;06 13 36 52 68;;;;;;;;oui;;;non;;Borne de recharge pour véhicules électriques,Climatisation,Parc/jardin,WiFi;"Entrée indépendante;Parking;Terrain clos";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;2;;;5;85;;"Anglais;Français";oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||||||A partir de,||||||par adulte et par nuit;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.195,-0.30756;Maine-et-Loire
Chambres d'hôtes La Villa des Roses;Chambres d'hôtes;Maison;;;2 Rue Sainte-Anne;;53220;PONTMAIN;;53181;48.4382055;-1.0591368;;06 89 30 72 01;;;;;;;;;non;;;non;;Espace bien-être,Parc/jardin,WiFi;"Garage;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Micro ondes;;;Non classé;1;0;1;2;25;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||Arrivée à partir de 16h. Départ avant 10h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Arrivée à partir de 16h. Départ avant 10h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;"Booking||https://www.booking.com/hotel/fr/chambre-d-hotes-villa-des-roses.fr.html?aid=304142;label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQ_YAQPoAQGIAgGoAgO4Aoad4I8GwAIB0gIkMmE5YTljMDktM2UzYS00NDY5LTgyNzYtYmJmZGNjZDE1OWE12AIE4AIB;sid=466feb58a75c9fb43bb928e3f99faff2;atlas_src=sr_iw_t||||||,Airbnb||https://www.airbnb.fr/rooms/50903385?previous_page_section_name=1000&federated_search_id=c1463bc2-971e-43fe-bb72-a203da3d2785||||||,||https://www.abritel.fr/location-vacances/p2013828?noDates=true&uni_id=2189715||||||,Gîtes de France||https://www.gites-de-france.com/fr/pays-de-la-loire/mayenne/villa-des-roses-h53h022723||||||";;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||76,00||95,00||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||60,00||75,00||;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";48.4382055,-1.0591368;Mayenne
Gite La Poste – EntreNous;Meublés;;;;2 rue Volney;;49400;SAUMUR;;49328;47.257317;-0.079035;;;06 86 55 51 91;;;https://gite-entrenous.com/;;||https://www.facebook.com/GiteEntreNous;;;non;;;non;;Espace bien-être;"Parking;Toilettes séparées";Micro ondes;;;2 étoiles;1;;;2;65;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://gite-entrenous.com/la-poste/||||||;;Nuitée (meublé)||||||Petits-déjeuners inclus dans le prix. Tarif selon jour de location, en semaine ou un week-end/veille de jour férié.;;47.257317,-0.079035;Maine-et-Loire
Gite Lilianer;Meublés;Maison;;;2, Les Védières;;72120;CONFLANS-SUR-ANILLE;;72087;47.9491299;0.763723;;;06 06 80 99 84;;;;;;;;non;;;non;;Parc/jardin,Piscine couverte;"Entrée indépendante;Garage;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Lave vaisselle;;2 épis (Gîtes de France);;2;;1;4;;Fourniture de linge (gratuit),Location de draps,Option nettoyage;Français;oui;;;non;||||||02 43 23 84 61||;;;"Cartes bancaires;Chèques bancaires et postaux";47.9491299,0.763723;Sarthe
CHAMBRE D'HÔTES LES GRANDS MOULINS;Chambres d'hôtes;Maison;;;2, rue de la fontaine;Baugé;49150;BAUGE-EN-ANJOU;;49018;47.5392439;-0.1026932;;;02 41 89 18 13;;;http://www.lesgrandsmoulinsdebauge.fr;;Tripadvisor||;;;oui;;;non;;Plan d'eau;"Entrée indépendante;Parking;Sanitaires privés";Equipement bébé;;;;1;;1;6;90;;;oui;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||||+taxe de séjour;Chèques bancaires et postaux;47.5392439,-0.1026932;Maine-et-Loire
Gite de la Bellière;Meublés;Appartement;;;20 Rue de la Bellière;Saint-Florent-le-Vieil;49410;MAUGES-SUR-LOIRE;;49244;47.36125;-1.01755;;07 50 40 19 60;;;;;;Facebook||https://www.facebook.com/gitedelabelliere?locale=fr_FR;;;;;;non;;Local Vélo,WiFi;"Entrée indépendante;Local vélo;Parking;Sanitaires privés;Terrasse / Balcon";Equipement bébé,Micro ondes;;;Non classé;1;;1;4;45;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Antonio et Céline||07 50 40 19 60||gitelabelliere@gmail.com;;;;Nuitée (meublé)||80,00||80,00||10€ par personne supplémentaire jusqu'à 4 personnes;"Cartes bancaires;Espèces";47.36125,-1.01755;Maine-et-Loire
Gite Le Bon séjour;Meublés;;;;20 rue des Maligrattes;;49650;BRAIN-SUR-ALLONNES;;49041;47.301078;0.056421;;;02 53 85 92 64;;;;;;;;non;;;;;;"Parking;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;2 étoiles;3;;;5;80;Location de draps,Location/prêt de vélo;Français;;;;;;;;;47.301078,0.056421;Maine-et-Loire
Chambres d'hôtes L'Angeline;Chambres d'hôtes;Maison;;;20 rue du Mémorial;;49350;GENNES-VAL-DE-LOIRE;;49261;47.342489;-0.2329;;;;;;http://www.domaineangeline.fr/;;||https://www.instagram.com/domaineangeline49/;;;;;;non;;Local Vélo,Parc/jardin,WiFi;"Local vélo;Parking";Equipement bébé;Gîtes de France;3 épis (Gîtes de France);;2;;;4;50;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;01/04/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||||||Tarif pour 2 personnes, petit-déjeuner inclus. A partir de;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.342489,-0.2329;Maine-et-Loire
Village Tonneaux de Tirpoil (14 personnes);Meublés;;;;206 Chemin des Bois;Village de Tirpoil;49310;MONTILLIERS;;49211;47.16899;-0.51282;;;07 78 90 25 06;;;https://www.villagetonneauxdetirpoil.com/;;;;;;;;non;;Espace bien-être,Parc/jardin,Piscine,WiFi;"Garage;Parking";Micro ondes;Vignobles et découvertes;;;4;;;14;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge;;;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Semaine (meublé)||735,00||945,00||,Nuitée (meublé)||105,00||135,00||;;47.16899,-0.51282;Maine-et-Loire
Meublé le 21;Meublés;Maison;;;21 Rue des Petits Champs;;72300;SABLE-SUR-SARTHE;;72264;47.840089;-0.3230229;;;;;;;;Facebook||,Instagram||;;;;A définir en fonction de l'animal ( et surtout de son comportement);;non;;;"Entrée indépendante;Jardin indépendant;Local vélo;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave linge;;;Non classé;2;;1;4;50;Fourniture de linge (gratuit),Location de draps,Option nettoyage;"Anglais;Espagnol;Français";oui;;;;;;"Nuitée (meublé)||||||5 euros supplémentaires par personne et nuit au delà d'un voyageur. ;Frais de ménage à régler : 15 euros";"Chèques bancaires et postaux;Espèces;Virement";47.840089,-0.3230229;Sarthe
Le Gîte du Pont;Meublés;Maison;;;22 Lieu-dit Le Pont;;72130;MOULINS-LE-CARBONNEL;;72212;48.3789908;-0.0513533;;;;;;;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge;;;4 étoiles;1;;1;4;75;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";non;01/04/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;MME BLOSSIER||06 62 13 08 43||blossier.christiane@orange.fr;oui;||https://www.leboncoin.fr/locations_saisonnieres/2133198668.htm||||||;;Nuitée (meublé)||120,00||200,00||minimum 2 nuits de mars à juin / minimum 5 juin de juillet à août / minimum 2 nuits de septembre à octobre;"Chèques bancaires et postaux;Espèces;Virement";48.3789908,-0.0513533;Sarthe
Casa Sorriso;Chambres d'hôtes;;;;23 chemin des Layards;La Daguenière;49800;LOIRE-AUTHION;;49307;47.423996;-0.427134;;06 88 44 35 65;;;;https://www.casasorriso.fr/;;;;;;;;non;;Local Vélo,WiFi;Local vélo;Equipement bébé;Fleurs de Soleil;;;1;;;2;;;"Anglais;Français";;01/04/2023||31/10/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Cartes bancaires;Espèces";47.423996,-0.427134;Maine-et-Loire
Gîte;Meublés;Appartement;;;24 Route de Saumur;;72800;LE LUDE;;72176;47.63968;0.15317;;06 15 99 68 81;;;;;;;;;non;;;non;;WiFi;"Entrée indépendante;Parking;Sanitaires privés;Toilettes séparées";;;;Non classé;1;;1;4;50;Fourniture de linge (gratuit);Français;oui;;;;;;;"Chèques bancaires et postaux;Espèces";47.63968,0.15317;Sarthe
CHAMBRES D'HÔTES LE CHÊNE CREUX;Chambres d'hôtes;Maison;;;2441 Route de St Mars;Le Chêne Creux;44240;SUCE-SUR-ERDRE;;44201;47.3361043;-1.4942136;;06 48 51 84 78;;;;http://www.hebergement-le-chene-creux.fr/;;;;;non;;;non;;Climatisation,Espace bien-être,Parc/jardin,Plan d'eau,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Toilettes séparées";Cheminée,Micro ondes,Lave linge,Lave vaisselle;;;Non classé;2;;1;4;120;Location de draps;;oui;;thomas dominique||06 48 51 84 78||chenecreux44@gmail.com;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||106,00||||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||96,00||||Sans le petit déjeuner;"Chèques bancaires et postaux;Espèces;Virement";47.3361043,-1.4942136;Loire-Atlantique
GÎTE LA MOUTONNERIE;Meublés;Maison;;;26 rue de l'Avenir;NEUVY-EN-MAUGES;49120;CHEMILLE-EN-ANJOU;;49092;47.2694957;-0.8239546;;06 38 89 49 25;02 41 58 65 12;;;https://gitelamoutonnerie.wixsite.com/lamoutonnerie?fbclid=IwAR2uxk13unMl2OmGjJ-lhZztMz_FwYME7SUDEmzROAZDfLCY_Tzq_sU-yDA;;Facebook||https://www.facebook.com/G%C3%AEte-la-Moutonnerie-Neuvy-en-Mauges-104533967818489/;;;;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Plain Pied;Sanitaires privés;Terrasse / Balcon";Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;2;0;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||45,00||55,00||15€ frais de ménage;"Chèques bancaires et postaux;Espèces;Virement";47.2694957,-0.8239546;Maine-et-Loire
Meublé Toussaint;Meublés;Appartement;;;27 rue Toussaint;;49100;ANGERS;;49007;47.46933;-0.55572;;06 42 09 95 72;;;;https://meuble-toussaint-angers.fr;;;;;;;;non;;Local Vélo,WiFi;;Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;1;;;4;45;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge;;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.46933,-0.55572;Maine-et-Loire
Les Gites Celtic Rivers;Village locatif;;;;28 route d'Angers;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.197934;-0.275232;;;06 48 96 79 58;;;;;;;;oui;Animaux acceptés, sur demande préalable;;non;;Piscine;"Parking;Terrain clos";Equipement bébé,Micro ondes,Lave linge,Sèche linge;;;3 étoiles;8;;;18;;Location/prêt de vélo;"Anglais;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.197934,-0.275232;Maine-et-Loire
Gite Hippolyte – Maison Gaspard;Meublés;;;;28 rue de la Tonnelle;;49400;SAUMUR;;49328;47.258972;-0.075034;;;02 41 03 98 52;;;https://www.maison-gaspard.fr/;;||https://www.facebook.com/MaisonGaspard/;;;oui;;;non;;WiFi;;;;;Non classé;2;;;4;;;"Anglais;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||||||Tarif par nuit pour 4 personnes (2 chambres). Réservation minimum de 2 nuits.;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.258972,-0.075034;Maine-et-Loire
Gite Mademoiselle – Maison Gaspard;Meublés;;;;28 rue de la Tonnelle;;49400;SAUMUR;;49328;47.258972;-0.075034;;;02 41 03 98 52;;;https://www.maison-gaspard.fr/;;||https://www.facebook.com/MaisonGaspard/;;;oui;;;non;;WiFi;;;;;Non classé;2;;;4;;;"Anglais;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Nuitée (meublé)||||||Tarif par nuit pour 4 personnes (2 chambres). Réservation minimum de 2 nuits.;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.258972,-0.075034;Maine-et-Loire
Chambre d'hôtes La Védaquaise;Chambres d'hôtes;;;;29 Rue Léopold Beauté;;72500;VAAS;;72364;47.66745;0.314336;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/chambres-hotes-vaas-la-vedaquaise-h72h023193;;;;;non;;;non;;WiFi;Parking;Equipement bébé;Gîtes de France;3 épis (Gîtes de France);;1;;;4;49;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;;;;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||55,00||80,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||65,00||100,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.66745,0.314336;Sarthe
Gîte du Clos de l' Autel;Meublés;Maison;;;3 Le Clos de l'Autel;Pont de Braye - Lavenay;72310;LOIR EN VALLEE;;72262;47.7730879;0.6832238;;06 22 06 87 64;;;;;;;;;oui;Les animaux de compagnie (chiens et chats) sont les bienvenus jusqu'à 2 par séjour. Ils doivent respecter les règles du contrat de location. Les chiens de catégorie 1 sont strictement interdits.;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Toilettes séparées";Cheminée,Micro ondes,Lave linge,Lave vaisselle;;;Non classé;3;1;1;6;114;Fourniture de draps (gratuit),Option nettoyage;"Anglais;Français";oui;;;;;;Nuitée (meublé)||80,00||100,00||,Forfait ménage||80,00||80,00||;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.7730879,0.6832238;Sarthe
Chambre d'hôtes Chez Monsieur Gosselin;Chambres d'hôtes;Maison;;;3 place de l'Église;;49430;BARACE;;49017;47.64031;-0.3605195;;06 30 60 50 09;;;;;;;;;;;;non;;Parc/jardin,Piscine,WiFi;"Garage;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon";;;;Non classé;1;0;1;2;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;"Anglais;Français";non;01/04/2024||31/10/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Daniel GOSSELIN||06 30 60 50 09||daniel.gosselin1@orange.fr;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||86,00||||petit-déjeuner inclus;"Chèques bancaires et postaux;Espèces";47.64031,-0.3605195;Maine-et-Loire
Gite de Oger-Colas Nadia;Meublés;;;;3 rue Brault;;49400;SAUMUR;;49328;47.260681;-0.079896;;;06 12 11 48 06;;;;;;;;;;;;;;;;;;Non classé;;;;4;;;Français;;;;;;;;;47.260681,-0.079896;Maine-et-Loire
Gîte La Rive;Meublés;Maison;;;3 rue de l'Abreuvoir;;72300;SABLE-SUR-SARTHE;;72264;47.835655;-0.32766;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-sable-sur-sarthe-le-rocher-2-h72g023170;;;;;non;;;non;;WiFi;"Jardin indépendant;Parking;Terrasse / Balcon";Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;2;;;6;85;Fourniture de draps (gratuit);Français;;;;;;;Nuitée (meublé)||80,00||450,00||,Semaine (meublé)||570,00||600,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.835655,-0.32766;Sarthe
Gite L'Escapade;Meublés;;;;3 rue des Basses Perrières;;49400;SAUMUR;;49328;47.256108;-0.077228;;;06 81 23 50 04;;;;;;;;;;;;;WiFi;;Lave vaisselle;;;Non classé;2;;;6;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;;;;;;;;;47.256108,-0.077228;Maine-et-Loire
Gîte des Castors de Loire;Meublés;Maison;;;3 rue des Castors;;44450;SAINT-JULIEN-DE-CONCELLES;;44169;47.24875;-1.43072;;06 81 50 02 43;;;;;;;;;oui;;;non;;Parc/jardin;"Entrée indépendante;Garage;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;Non classé;5;;1;15;177;Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage;Français;oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/43785424?adults=10&federated_search_id=817a4b21-d7fc-4923-b7b9-3ac24bdfd5d7&source_impression_id=p3_1640512919_B2ibxlX6SbgXeP1G||||06 81 50 02 43||castorsdeloire@free.fr;;;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.24875,-1.43072;Loire-Atlantique
GÎTE LA MAISON DU BONHEUR;Meublés;Maison;;;3 Rue du Lattay;Beaufort en Vallée;49250;BEAUFORT-EN-ANJOU;;49021;47.4138185;-0.1746401;;06 19 94 16 93;;;;;;;;;oui;avec l'accord des propriétaires;;non;;Climatisation,Piscine,WiFi;"Entrée indépendante;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes;;;;2;;1;4;50;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Anglais;oui;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Airbnb||https://abnb.me/Dxqcmv2ap9||||06 19 94 16 93||anniegerouard@gmail.com;;Nuitée (meublé)||70,00||150,00||Minimum 2 nuits, tarif selon la saison. 40€ supplémentaire pour le  ménage;"Chèques bancaires et postaux;Espèces;Virement";47.4138185,-0.1746401;Maine-et-Loire
CHAMBRES D'HOTES LA VILLA THÉSA;Chambres d'hôtes;Maison;;;3 Rue du Monastère;;44520;LA MEILLERAYE-DE-BRETAGNE;;44095;47.55901;-1.40181;;06 76 76 84 62;02 28 04 09 78;;;;;;;;non;;;non;;WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Equipement bébé;;;;3;;1;6;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Tables d'hôtes;;;;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||64,00||84,00||(-15% pour 7 jours, -30% pour 28 jours),Table d'hôtes||14,00||||;;47.55901,-1.40181;Loire-Atlantique
